cand_fec,first_name,last_name,female
H0MI08141, Paul,Junge,FALSE
H0MI11129, Eric,Esshaki,FALSE
H0MN02134, Tyler,Kistner,FALSE
H0MN03124, Kendall,Qualls,FALSE
H0MN05178, Lacy,Johnson,FALSE
H0MN05210, Antone,Melton-Meaux,FALSE
H8MN05239, Ilhan,Omar,TRUE
H8MO01143, Cori,Bush,TRUE
H0MO01066, Lacy,Clay,FALSE
H0MO02254, Jill,Schupp,TRUE
H0MO07279, Audrey,Richards,TRUE
H0MO07261, Kevin,Vanstory,FALSE
H4MT00050, Matt,Rosendale,FALSE
H4MT01033, Corey,Stapleton,FALSE
H0NC02125, Deborah,Ross,TRUE
H0NC03198, Richard,Bew,FALSE
H0NC03206, Celeste,Cairns,TRUE
H0NC03263, Francis,Deluca,FALSE
H0NC03172, Greg,Murphy,FALSE
H0NC03222, Joan,Perry,TRUE
H6NC03161, Ernest,Reeves,FALSE
H0NC03230, Phil,Shepard,FALSE
H0NC03248, Allen,Thomas,FALSE
H4NC06136, Bruce,Davis,FALSE
H0NC06233, Derwin,Montgomery,FALSE
H0NC08254, Patricia,Timmons-Goodson,TRUE
H0NC09187, Dan,Bishop,FALSE
H0NC11209, Chuck,Archerd,FALSE
H0NC11191, Lynda,Bennett,TRUE
H0NC11233, Madison,Cawthorn,FALSE
H0NC11175, Moe,Davis,FALSE
H0NC11183, Jim,Davis,FALSE
H0NC11258, Dan,Driscoll,FALSE
H0NC11241, Joey,Osborne,FALSE
H0NC10169, Vance,Patterson,FALSE
H0NE02169, Ann,Ashford,TRUE
H0NH01282, Matt,Mowers,FALSE
H0NJ02171, Amy,Kennedy,TRUE
H0NJ07261, Tom,Kean,FALSE
H0NJ08145, Will,Sheehan,FALSE
H6NJ13191, Albio,Sires,FALSE
H0NM03094, Brett,Kokinadis,FALSE
H0NM02229, Claire,Chase,TRUE
H0NM02211, Chris,Mathys,FALSE
H0NM03185, John,Blair,FALSE
H0NM03102, Teresa Leger,Fernandez,TRUE
H0NM03201, Alexis Martinez,Johnson,TRUE
H0NM03151, Laura,Montoya,TRUE
H0NM03110, Valerie,Plame,TRUE
H0NM03078, Joseph,Sanchez,FALSE
H0NM03136, Marco,Serna,FALSE
H8NV01220, Eddie,Hamilton,FALSE
H0NV02209, Patricia,Ackerman,TRUE
H2NV02395, Mark,Amodei,FALSE
H8NV02095, Clint,Koble,FALSE
H6NV04020, Susie,Lee,TRUE
H0NV03132, Dan,Rodimer,FALSE
H0NY01186, Nancy,Goroff,TRUE
H8NY01148, Lee,Zeldin,FALSE
H0NY02234, Andrew,Garbarino,FALSE
H0NY02192, Jackie,Gordon,TRUE
H8NY11113, Max,Rose,FALSE
H2NY13096, Adriano,Espaillat,FALSE
H0NY14346, Michelle,Caruso-Cabrera,TRUE
H8NY15148, Alexandria,Ocasio-Cortez,TRUE
H0NY15277, Samelys,Lopez,TRUE
H0NY15269, Ydanis,Rodriguez,FALSE
H0NY15160, Ritchie,Torres,FALSE
H8NY19058, Eliot,Engel,FALSE
H0NY17265, Evelyn,Farkas,TRUE
H0NY17174, Mondaire,Jones,FALSE
H0NY17273, Adam,Schleifer,FALSE
H0NY24063, Francis,Conole,FALSE
H0NY25094, George,Mitris,FALSE
H0NY27090, Chris,Jacobs,FALSE
H0NY27157, Nate,Mcmurray,FALSE
H0NY27108, Beth,Parlato,TRUE
H0OH01099, Kate,Schroder,TRUE
H2OH03125, Joyce,Beatty,TRUE
H0OH03103, Morgan,Harper,TRUE
H0OH06189, Bill,Johnson,FALSE
H0OH10116, Desiree,Tims,TRUE
H0OH12179, Alaina,Shearer,TRUE
H2OH17109, Tim,Ryan,FALSE
H2OH14064, Dave,Joyce,FALSE
H0OK05254, Janet,Barresi,TRUE
H0OK05205, Stephanie,Bice,TRUE
H0OK05247, David,Hill,FALSE
H0OK05288, Shelli,Landon,TRUE
H0OK05213, Terry,Neese,TRUE
H6OR03064, Earl,Blumenauer,FALSE
H6OR04047, Peter,Defazio,FALSE
H0OR04107, Alek,Skarlatos,FALSE
H8OR05107, Kurt,Schrader,FALSE
H0PA01325, Christina,Finello,TRUE
H0PA04279, Kathy,Barnette,TRUE
H0PA07132, Lisa,Scheller,TRUE
H0PA08221, Jim,Bognet,FALSE
H0PA08213, Mike,Marsicano,FALSE
H0PA10102, Tom,Brier,FALSE
H0PA10110, Eugene,Depasquale,FALSE
H0PA11191, Paul,Daigle,FALSE
H0PA12181, Fred,Keller,FALSE
H0PA13114, Todd,Rowley,FALSE
H0PA17115, Sean,Parnell,FALSE
H0RI02139, Jim,Langevin,FALSE
H0SC01386, Kathy,Landing,TRUE
H0SC02061, Adair,Boroughs,TRUE
H2SC02059, Joe,Wilson,FALSE
H0SC05056, Moe,Brown,FALSE
H0SC07029, Melissa,Watson,TRUE
H0TN01076, John,Clark,FALSE
H0TN01084, Rusty,Crowe,FALSE
H0TN01142, Josh,Gapp,FALSE
H0TN01118, Diana,Harshbarger,TRUE
H0TN01134, Timothy,Hill,FALSE
H0TN01092, Blair,Walsingham,TRUE
H4TX04039, Louie,Gohmert,FALSE
H8TX02166, Dan,Crenshaw,FALSE
H0TX02106, Sima,Ladjevardian,TRUE
H0TX07170, Wesley,Hunt,FALSE
H0TX10216, Pritesh,Gandhi,FALSE
H8TX10185, Shannon,Hutcheson,TRUE
H4TX10093, Mike,Mccaul,FALSE
H8TX10110, Mike,Siegel,FALSE
H6TX12060, Kay,Granger,TRUE
H0TX12246, Chris,Putnam,FALSE
H0TX17153, George,Hindman,FALSE
H0TX17187, Todd,Kent,FALSE
H0TX17195, Renee,Swann,TRUE
H0TX17179, Elianor,Vessali,TRUE
H0TX18292, Wendell,Champion,FALSE
H4TX18054, Sheila,Jackson-Lee,TRUE
H0TX21148, Wendy,Davis,TRUE
H0TX22310, Pierce,Bush,FALSE
H8TX22313, Sri Preston,Kulkarni,FALSE
H0TX35015, Tony,Gonzales,FALSE
H0TX24175, Candace,Valenzuela,TRUE
H0TX24209, Beth,Van Duyne,TRUE
H8TX25159, Julie,Oliver,TRUE
H0TX27087, Ricardo,De La Fuente,FALSE
H0TX28077, Jessica,Cisneros,TRUE
H2TX23082, Henry,Cuellar,FALSE
H0TX31097, Donna,Imam,TRUE
H0TX32087, Genevieve,Collins,TRUE
H0UT01171, Kerry,Gibson,FALSE
H0UT01205, Blake,Moore,FALSE
H0UT01163, Bob,Stevenson,FALSE
H2UT02324, Chris,Stewart,FALSE
H4UT04052, Tim,Aalders,FALSE
H0UT04076, Burgess,Owens,FALSE
H0VA01235, Qasim,Rashid,FALSE
S0VA00104, Scott,Taylor,FALSE
H0VA05160, Bob,Good,FALSE
H8VA05114, Rodger Dean,Huffstetler,FALSE
H0VA05178, Claire,Russo,TRUE
H0VA05145, Cameron,Webb,FALSE
H0VA06044, Nicholas,Betts,FALSE
H0VA07158, Nick,Freitas,FALSE
H0WA03187, Jaime,Herrera-Beutler,TRUE
H0WA05133, Dave,Wilson,FALSE
H2WA06129, Derek,Kilmer,FALSE
H8WA08189, Kim,Schrier,TRUE
H4WA09061, Doug,Basler,FALSE
H0WA10075, Beth,Doglio,TRUE
H0WA10042, Kristine,Reeves,TRUE
H0WA10034, Marilyn,Strickland,TRUE
H6WI03099, Ron,Kind,FALSE
H0WI03175, Derrick,Van Orden,FALSE
H8WI05165, Tom,Palzewicz,FALSE
H0WI07101, Tom,Tiffany,FALSE
H0WI08125, Amanda,Stuck,TRUE
H0WV02179, Cathy,Kunkel,TRUE
P00011833, Michael,Bennet,FALSE
P60012143, Joe,Biden,FALSE
P00014530, Michael,Bloomberg,FALSE
P00009795, Cory,Booker,FALSE
P00011999, Steve,Bullock,FALSE
P00010298, Pete,Buttigieg,FALSE
P00009092, Julian,Castro,FALSE
P00006213, John,Delaney,FALSE
P00009183, Tulsi,Gabbard,TRUE
P00009290, Kirsten,Gillibrand,TRUE
P00009423, Kamala,Harris,TRUE
P80006117, Amy,Klobuchar,TRUE
P00016550, Brock,Pierce,FALSE
P60007168, Bernie,Sanders,FALSE
P00012567, Joe,Sestak,FALSE
P00012716, Tom,Steyer,FALSE
P80001571, Donald,Trump,FALSE
P00009621, Elizabeth,Warren,TRUE
P00006486, Andrew,Yang,FALSE
S0AK00196, Al,Gross,FALSE
S4AK00214, Dan,Sullivan,FALSE
S0AL00206, Bradley,Byrne,FALSE
S0AL00156, Doug,Jones,FALSE
S0AL00263, Arnold,Mooney,FALSE
S6AL00195, Jeff,Sessions,FALSE
S0AL00230, Tommy,Tuberville,FALSE
S4AR00103, Tom,Cotton,FALSE
S0AZ00350, Mark,Kelly,FALSE
S4CO00395, Cory,Gardner,FALSE
S0CO00575, John,Hickenlooper,FALSE
S0CO00286, Andrew,Romanoff,FALSE
S0DE00092, Chris,Coons,FALSE
S0GA00526, Kelly,Loeffler,TRUE
S8GA00180, Jon,Ossoff,FALSE
S4GA11285, David,Perdue,FALSE
S0GA00401, Sarah,Riggs-Amico,TRUE
S0GA00625, Valencia,Stovall,TRUE
S0GA00393, Teresa,Tomlinson,TRUE
S0GA00559, Raphael,Warnock,FALSE
S4IA00129, Joni,Ernst,TRUE
S0IA00200, Michael,Franken,FALSE
S0IA00176, Theresa,Greenfield,TRUE
S0IA00150, Eddie,Mauro,FALSE
S8ID00092, Jim,Risch,FALSE
S6IL00151, Dick,Durbin,FALSE
S6IL00185, Robert,Marshall,FALSE
S0IL00568, Willie,Wilson,FALSE
S0KS00323, Barbara,Bollier,TRUE
S0KS00349, Bob,Hamilton,FALSE
S0KS00257, Kris,Kobach,FALSE
S0KS00240, Dave,Lindstrom,FALSE
S0KS00315, Roger,Marshall,FALSE
S2KY00012, Mitch,Mcconnell,FALSE
S0KY00339, Amy,Mcgrath,TRUE
S4LA00107, Bill,Cassidy,FALSE
S6LA00342, Derrick,Edwards,FALSE
S0LA00386, Adrian,Perkins,FALSE
S0LA00311, Antoine,Pierce,FALSE
S0MA00208, Joe,Kennedy,FALSE
S4MA00028, Ed,Markey,FALSE
S6ME00159, Susan,Collins,TRUE
S0ME00111, Sara,Gideon,TRUE
S0ME00145, Ross,Lajeunesse,FALSE
S8ME00163, Max,Linn,FALSE
S0ME00137, Lisa,Savage,TRUE
S4MI00355, Gary,Peters,FALSE
S0MN00294, Robert,Barrett,FALSE
S8MS00287, Mike,Espy,FALSE
S0MT00173, Steve,Bullock,FALSE
S2MT00096, Steve,Daines,FALSE
S0NC00202, Cal,Cunningham,FALSE
S4NC00162, Thom,Tillis,FALSE
S4NE00090, Ben,Sasse,FALSE
S0NE00098, Alisha,Shelton,TRUE
S0NH00326, Don,Bolduc,FALSE
S0NH00334, Corky,Messner,FALSE
S0NH00219, Jeanne,Shaheen,TRUE
S0NM00058, Ben Ray,Lujan,FALSE
S0NM00124, Mark,Ronchetti,FALSE
S0OK00370, Abby,Broyles,TRUE
S4OK00083, James,Inhofe,FALSE
S6RI00163, Jack,Reed,FALSE
S0SC00149, Lindsey,Graham,FALSE
S0SC00289, Jaime,Harrison,FALSE
S0SD00070, Dan,Ahlers,FALSE
S4SD00049, Mike,Rounds,FALSE
S0TN00342, Marquita,Bradshaw,TRUE
S0TN00201, Byron,Bush,FALSE
S0TN00185, George,Flinn,FALSE
S0TN00169, Bill,Hagerty,FALSE
S0TN00284, Mark,Pickrell,FALSE
S0TN00144, Manny,Sethi,FALSE
S2TX00106, John,Cornyn,FALSE
S0TX00233, Mj,Hegar,TRUE
S0VA00146, Daniel,Gade,FALSE
S6VA00093, Mark,Warner,FALSE
S4WV00159, Shelley Moore,Capito,TRUE
S0WV00215, Paula Jean,Swearengin,TRUE
