candidate,fec_id,office
Helane Seikaly,H0TX03120,U.S. House
Helen Brady,H0MA09076,U.S. House
Henry Cuellar,H2TX23082,U.S. House
Herb Robinson,H8MA04047,U.S. House
Hilary Turner,H0WV03151,U.S. House
Hillary O'Connor Mueri,H0OH14084,U.S. House
Hillary Scholten,H0MI03316,U.S. House
Hiral Tipirneni,H8AZ08083,U.S. House
Hosea Cleveland,H4SC03111,U.S. House
Howard Kearney,H6LA01225,U.S. House
Howard Knepper,H0FL24221,U.S. House
Howard Rabin,H0NY03091,U.S. House
Ibrahim Taher,S0OR00329,U.S. Senate
Idaho L Law,H0ID02111,U.S. House
Ihssane Leckey,H0MA04143,U.S. House
Ilhan Omar,H8MN05239,U.S. House
Iman-Utopia Layjou Bah,H0AZ02216,U.S. House
Irene Armendariz-Jackson,H0TX16106,U.S. House
Isaac McCorkle,H0CO04197,U.S. House
Isaiah Sanderman,H0IL05369,U.S. House
J.D. Scholten,H8IA04106,U.S. House
Jack Reed,S6RI00163,U.S. Senate
Jackie Gordon,H0NY02192,U.S. House
Jackie Speier,H8CA12171,U.S. House
Jackie Walorski,H0IN02190,U.S. House
Jackson Maynard,H0WA10109,U.S. House
Jacob Curnow,H0FL13190,U.S. House
Jahana Hayes,H8CT05245,U.S. House
Jaime Castle,H0OH02139,U.S. House
Jaime Harrison,S0SC00289,U.S. Senate
Jaime Herrera Beutler,H0WA03187,U.S. House
Jaimie Kulikowski,H8CO06294,U.S. House
Jaimy Blanco,H8TX29110,U.S. House
Jake Auchincloss,H0MA04192,U.S. House
Jake Laturner,H0KS02188,U.S. House
Jamaal Bowman,H0NY16143,U.S. House
"Jamar ""Doc"" Myers-Montgomery",S0LA00303,U.S. Senate
James Averhart,H0AL01097,U.S. House
James Bradley,H0CA28166,U.S. House
James Brumley,S0TX00407,U.S. Senate
James Comer,H6KY01110,U.S. House
James DeMartino,S0DE00191,U.S. Senate
James Debello,H0CA52083,U.S. House
James Desira,H0NY22091,U.S. House
James E Clyburn,H2SC02042,U.S. House
James E Risch,S8ID00092,U.S. Senate
James Harris,H0MI05170,U.S. House
James Kennedy,H0FL08224,U.S. House
James M Inhofe,S4OK00083,U.S. Senate
James P McGovern,H4MA03022,U.S. House
James Rhodes,H0KY01071,U.S. House
James Rodenberger,H0IN08221,U.S. House
James Waters,H0CA46077,U.S. House
Jamesia James,S0GA00609,U.S. Senate
Jamie Cheek,H0UT01148,U.S. House
Jamie Raskin,H6MD08457,U.S. House
Jamie Zahlaway Belsito,H0MA06098,U.S. House
Jan Schakowsky,H8IL09067,U.S. House
Janine Hansen,H2NV02205,U.S. House
Japheth Matemu,H8NC02136,U.S. House
Jared Golden,H8ME02185,U.S. House
Jared Huffman,H2CA06259,U.S. House
Jarmal Jabbar Sanders,S0AL00222,U.S. Senate
Jason Buckley,S0KS00356,U.S. Senate
Jason Call,H0WA02189,U.S. House
Jason Crow,H8CO06229,U.S. House
Jason Lewis,S0MN00328,U.S. Senate
Jason Mata,H0TX35056,U.S. House
Jason Mushnick,H0NJ08152,U.S. House
Jason Reeves,H4TX33020,U.S. House
Jason Roberge,H0VA07117,U.S. House
Jason Ross,H0TX04177,U.S. House
Jason Sigmon,H0TX32111,U.S. House
Jason Smith,H4MO08162,U.S. House
Jay Allen,H0ME01119,U.S. House
Jay Obernolte,H0CA08135,U.S. House
Jay Taylor,H0TX26162,U.S. House
Jean-Michel Creviere,H0MI02219,U.S. House
Jeanne Ives,H0IL06060,U.S. House
Jeanne Nigro,H0NY10088,U.S. House
Jeanne Shaheen,S0NH00219,U.S. Senate
Jeannine Lee Lake,H8IN06152,U.S. House
Jeff Denaro,H8NH01319,U.S. House
Jeff Duncan,H0SC03077,U.S. House
Jeff Fortenberry,H4NE01064,U.S. House
Jeff Gorman,H0CA20122,U.S. House
Jeff Haggit,H0WY01051,U.S. House
Jeff Jones,H6MI12264,U.S. House
Jeff Jordan,H0VA08198,U.S. House
Jeff Merkley,S8OR00207,U.S. Senate
Jeff Van Drew,H8NJ02166,U.S. House
Jeffery Cady,H0TX11297,U.S. House
Jeffrey Beeler,H8WA01077,U.S. House
Jeffrey Blunt,H8TX21125,U.S. House
Jeffrey E. Olson,H0FL22142,U.S. House
Jeffrey Jowske,H0MI10261,U.S. House
Jeffrey Lemire,H6RI01138,U.S. House
Jen Zinone,H0NJ10232,U.S. House
Jennifer Sharon,H0TX35064,U.S. House
Jennifer Wexton,H8VA10106,U.S. House
Jenniffer Gonzalez,H6PR00082,U.S. House
Jennyfer Bucardo,H0NC06209,U.S. House
Jeremy Bravo,H0TX31162,U.S. House
Jeremy Thomas,S0NC00384,U.S. Senate
Jerrold Nadler,H2NY17071,U.S. House
Jerry Carl,H0AL01055,U.S. Senate
Jerry Hilliard,H8MI04101,U.S. House
Jerry McNerney,H4CA11081,U.S. House
Jesse Jensen,H0WA08103,U.S. House
Jesse Mermell,H0MA04184,U.S. House
Jessica King,H0WI06186,U.S. House
Jessica Scarane,S0DE00175,U.S. Senate
Jesus Garcia,H8IL04134,U.S. House
Jesus Solorio Jr,H0IL04081,U.S. House
Jill Schupp,H0MO02254,U.S. House
Jillian Freeland,H0CO05129,U.S. House
Jim Baird,H8IN04199,U.S. House
Jim Banks,H6IN03229,U.S. House
Jim Bognet,H0PA08221,U.S. House
Jim Cooper,H2TN05131,U.S. House
Jim Costa,H4CA20082,U.S. House
Jim Griffin,H0CT01134,U.S. House
Jim Hagedorn,H0MN01045,U.S. House
Jim Higgins,H2MO02078,U.S. House
Jim Himes,H8CT04172,U.S. House
Jim Jordan,H6OH04082,U.S. House
Jim Langevin,H0RI02139,U.S. House
Jim Marchant,H0NV04015,U.S. House
Jim Oberweis,H8IL14083,U.S. House
Jim Pruden,H0FL22118,U.S. House
Jim Vandermaas,S0ID00164,U.S. Senate
Jimmy Edwards,S0MS00086,U.S. Senate
Jimmy Gomez,H8CA34266,U.S. House
Jimmy Panetta,H6CA20152,U.S. House
Jo Jorgensen,P00013524,President
Jo Rae Perkins,S4OR00156,U.S. Senate
Joan Farr,S0OK00412,U.S. Senate
Joan Greene,H8AZ05154,U.S. House
Joanna Harbour,H0OR03174,U.S. House
Joaquin Castro,H2TX35011,U.S. House
Jodey Arrington,H6TX19099,U.S. House
Jody Hice,H0GA07125,U.S. House
Joe Akana,H0HI02213,U.S. House
Joe Biden,P80000722,President
Joe Collins,H0CA43108,U.S. House
Joe Courtney,H2CT02112,U.S. House
Joe Cunningham,H8SC01116,U.S. House
Joe Jarvis,H0UT02310,U.S. House
Joe Kennedy III,S0MA00208,U.S. Senate
Joe Mackey,H8IN04140,U.S. House
Joe Tarshish,H0PA04287,U.S. House
Joe Wilson,H2SC02059,U.S. House
Joel Azumah,H4NY09090,U.S. House
Joel Newby,H0OH15149,U.S. House
Joey Camp,S0CO00633,U.S. Senate
John A Yarmuth,H6KY03124,U.S. House
John B Larson,H8CT01046,U.S. House
John Badger,H0LA01194,U.S. House
John Bergman,H6MI01226,U.S. House
John Briscoe,H8CA47078,U.S. House
John C. Cummings,H0NY14296,U.S. House
John Cain,H0MA01073,U.S. House
John Carter,H2TX31044,U.S. House
John Collick,H0VA03124,U.S. House
John Cornyn,S2TX00106,U.S. Senate
John Curtis,H8UT03238,U.S. House
John Emmons,H0PA06167,U.S. House
John Fortuin,S0GA00617,U.S. Senate
John Garamendi,H0CA10149,U.S. House
John Gibney,H0MT00124,U.S. House
John Giuffre,H0HI01223,U.S. House
John Hickenlooper,S0CO00575,U.S. Senate
John Howe,S0AK00238,U.S. Senate
John James,S8MI00372,U.S. Senate
John Joyce,H8PA13125,U.S. House
John Kael Weston,H0UT02302,U.S. House
John Katko,H4NY24073,U.S. House
John McCollum,H0SC06237,U.S. House
John McGuire,H0VA07133,U.S. House
John McHugh,H0PA06175,U.S. House
John Molnar,H0UT04118,U.S. House
John Moolenaar,H4MI04126,U.S. House
John Page,H0AL02186,U.S. House
John Paul Bourgeois,S0LA00360,U.S. Senate
John Paul Moran,H0MA06148,U.S. House
John Rose,H8TN06094,U.S. House
John Rutherford,H6FL04105,U.S. House
John Sarbanes,H6MD03292,U.S. House
John Stewart,H0OH12211,U.S. House
John Tilford,H0IN09187,U.S. House
John Wells,H0KY05163,U.S. House
Johnny Nalbandian,H0CA27127,U.S. House
Johnny Ray Salling,H0MD02230,U.S. House
Johnny Teague,H0TX09176,U.S. House
Johsira C. Cruz,H0GA04148,U.S. House
Jon Hoadley,H0MI06152,U.S. House
Jon Mark Hogg,H0TX11198,U.S. House
Jon Ossoff,S8GA00180,U.S. Senate
Jonathan Hoomanawanui,H0HI02197,U.S. House
Jonathan Riddle,H0CT04195,U.S. House
Jonathan Royce Esteban,H0NV04049,U.S. House
Joni Ernst,S4IA00129,U.S. Senate
Jonia Broderick,H0UT04027,U.S. House
Jose Nadal Power,H0PR01018,U.S. House
Joseph D Morelle,H8NY25105,U.S. House
Joseph Evans,H0ID01295,U.S. House
Joseph Maridon,H0NV01250,U.S. House
Joseph Neguse,H8CO02160,U.S. House
Joseph Severino,H0IL10393,U.S. House
Josh Barnett,H0AZ07082,U.S. House
Josh Goldfein,H0NY01228,U.S. House
Josh Gottheimer,H6NJ05171,U.S. House
Josh Harder,H8CA10126,U.S. House
Josh Hicks,H0KY06179,U.S. House
Joshua Rodriguez,S0CO00617,U.S. Senate
Joshua Sauberman,H8NY03177,U.S. House
Joshua Scott,H8CA32088,U.S. House
Joyce Beatty,H2OH03125,U.S. House
Joyce Bentley,H8NV01261,U.S. House
Joyce Elliott,H0AR02206,U.S. House
Joyce Griggs,H0GA01029,U.S. House
Juan Carlos Albors,H0PR01026,U.S. House
Juan Hidalgo,H8CA51062,U.S. House
Juan Vargas,H2CA50026,U.S. House
Judith Goldiner,H0NY09130,U.S. House
Judith Schwartzbacker,H0MN08180,U.S. House
Judy Chu,H0CA32101,U.S. House
Julia Brownley,H2CA00120,U.S. House
Julie Hall,H0MA04259,U.S. House
Julie Oliver,H8TX25159,U.S. House
Justin Aguilera,H8CA19051,U.S. House
Justin Anderson,H0CT02207,U.S. House
Justin O'Donnell,S0NH00300,U.S. Senate
Justin Odell Smoak,H0WA01132,U.S. House
Justin Paglino,H0CT03163,U.S. House
K.W. Miller,H0FL18215,U.S. House
Kacey Morgan,S0TN00292,U.S. Senate
Kai Kahele,H0HI02155,U.S. House
Kali Barnett,H0KS01172,U.S. House
Kamau Bakari,H0NV01268,U.S. House
Kandiss Taylor,S0GA00641,U.S. Senate
Kara Eastman,H8NE02220,U.S. House
Karen Bass,H0CA33117,U.S. House
Karen Ben-Moyal,H0TX14200,U.S. House
Karen Handel,H8GA06286,U.S. House
Kat Cammack,H0FL03175,U.S. House
Kate Bolz,H0NE01120,U.S. House
Kate Schroder,H0OH01099,U.S. House
Katherine Clark,H4MA05084,U.S. House
Kathleen Rice,H4NY04075,U.S. House
Kathleen Williams,H8MT01232,U.S. House
Kathleen Wright,H0SC02103,U.S. House
Kathryn Ellis,H8MO08098,U.S. House
Kathy Barnette,H0PA04279,U.S. House
Kathy Castor,H6FL11126,U.S. House
Kathy Manning,H8NC13067,U.S. House
Katie Porter,H8CA45130,U.S. House
Katie Witt,H0UT01130,U.S. House
Kay Granger,H6TX12060,U.S. House
Kaynen Pellegrino,H0AL06112,U.S. House
Keenan Wallace Dunham,S0SC00354,U.S. Senate
Keisha Waites,H0GA13156,U.S. House
Keith Arnold,H8WA08080,U.S. House
Keith Price,H0NY22109,U.S. House
Keith Swank,H2WA08166,U.S. House
Kel Britvec,H0FL15096,U.S. House
Kelly Armstrong,H8ND00096,U.S. House
Kelly Loeffler,S0GA00526,U.S. Senate
Kemi Akindude,H0NY11102,U.S. House
Ken Ashby,H8TX05052,U.S. House
Ken Buck,H4CO04090,U.S. House
Ken Calvert,H2CA37023,U.S. House
Ken Tucker,H0IN05342,U.S. House
Kendall Qualls,H0MN03124,U.S. House
Kendra Horn,H8OK05109,U.S. House
Kenneth Schaeffer,H4NY13068,U.S. House
Kenney Elkomous,S0TX00464,U.S. Senate
Kenny Houston,H0LA04099,U.S. House
Kerry Bentivolio,H2MI11133,U.S. House
Kerry Gibson,H0UT01171,U.S. House
Kerry McKennon,S0TX00340,U.S. Senate
Kevin Brady,H6TX08100,U.S. House
Kevin Cookingham,H0CA16120,U.S. House
Kevin Craig,H4MO07107,U.S. House
Kevin Freeman,H0NH01274,U.S. House
Kevin Hale,H0TX05125,U.S. House
Kevin Hayes,S0NC00400,U.S. Senate
Kevin Hern,H8OK01157,U.S. House
Kevin Kahn,H0OH01115,U.S. House
Kevin McCarthy,H6CA22125,U.S. House
Kevin O'Connor,S0MN00393,U.S. Senate
Kevin Rondeau,H0NH01258,U.S. House
Kevin Van Ausdal,H0GA14097,U.S. House
Kevin Wilson,H0NY25102,U.S. House
Kim Mangone,H0CA23167,U.S. House
Kim Nelson,H0SC04281,U.S. House
Kim O'connor,H4FL02013,U.S. House
Kim Schrier,H8WA08189,U.S. House
Kimberly Bizon,H8MI10108,U.S. House
Kimberly Klacik,H0MD07197,U.S. House
Kimberly Walker,H6FL13197,U.S. House
Kiran Sreepada,H0TN07255,U.S. House
Kojo Asamoa-Caesar,H0OK01147,U.S. House
Kristina Lyke,H0MI08158,U.S. House
Kristine Reeves,H0WA10042,U.S. House
Kristofer Steven Lawson,H0FL10105,U.S. House
Kristy Gnibus,H0PA16034,U.S. House
Kristy Thripp,H0FL02219,U.S. House
Kurt Schrader,H8OR05107,U.S. House
Kwanza Hall,H0GA05327,U.S. House
Kweisi Mfume,H0MD07114,U.S. House
Kyle Roberts,H0VA03157,U.S. House
Kyle Van De Water,H0NY19204,U.S. House
Lacy Johnson,H0MN05178,U.S. House
Lacy Watson,H0WV03144,U.S. House
Lance Brown,H0MI06194,U.S. House
Lance Gooden,H8TX05144,U.S. House
Lance Harris,H0LA05112,U.S. House
Larry Bucshon,H0IN08114,U.S. House
Larry Guy Hammond,H8SC07071,U.S. House
Laura Lombard,H8KS04088,U.S. House
Laura Loomer,H0FL21078,U.S. House
Lauren A Underwood,H8IL14174,U.S. House
Lauren Boebert,H0CO03165,U.S. House
Lauren Witzke,S0DE00183,U.S. Senate
Lavern Spicer,H0FL24205,U.S. House
Laverne Gore,H0OH11098,U.S. House
Lee Griffin,H0PA12199,U.S. House
Lee Haywood,H0NC06241,U.S. House
Lee Murphy,H8DE01044,U.S. House
Lee Zeldin,H8NY01148,U.S. House
Leo Valentin,H0FL07143,U.S. House
Leon Benjamin,H0VA04064,U.S. House
Leonard Steinman,H0MO04151,U.S. House
Lewis Carter,H0KY02129,U.S. House
Liam O'Mara,H0CA42217,U.S. House
Linda Sanchez,H2CA39078,U.S. House
Linda Sawyer,H0MI13497,U.S. House
Lindsay Holliday,H0GA08115,U.S. House
Lindsey Graham,S0SC00149,U.S. Senate
Lindsey Simmons,H0MO04235,U.S. House
Lisa Blunt Rochester,H6DE00206,U.S. House
Lisa Garcia,S0CO00682,U.S. Senate
Lisa McClain,H0MI10287,U.S. House
Lisa Peterson,H0MA06114,U.S. House
Lisa Savage,S0ME00137,U.S. Senate
Lisa Scheller,H0PA07132,U.S. House
Lisa Welch,H0TX12238,U.S. House
Liz Cheney,H6WY00159,U.S. House
Liz Johnson,H0GA12059,U.S. House
Lizzie Fletcher,H8TX07140,U.S. House
Lloyd Coker,H0TX10232,U.S. House
Lloyd Doggett,H4TX10028,U.S. House
Lloyd Smucker,H6PA16320,U.S. House
Lloyd Williams,S0SC00347,U.S. Senate
Lois J Frankel,H2FL14053,U.S. House
Lori Trahan,H8MA03106,U.S. House
Lou Correa,H6CA46116,U.S. House
Louis B Gohmert Jr.,H4TX04039,U.S. House
Lovelynn Gwinn,H0NY13165,U.S. House
Luca Nascimbene,H0NY01194,U.S. House
Lucille Roybal-Allard,H2CA33048,U.S. House
Lucy McBath,H8GA06393,U.S. House
Luis Ed Vergara,S0NJ00183,U.S. Senate
Luis Roberto Pinero,H0PR00085,U.S. House
Luke Letlow,H0LA05120,U.S. House
Luke Negron,H0PA18113,U.S. House
Luke Warren,S0TX00449,U.S. Senate
Lynne Blankenbeker,H8NH02283,U.S. House
Lynnette Grey Bull,H0WY01036,U.S. House
MJ Hegar,S0TX00233,U.S. Senate
Mable Thomas,H2GA05075,U.S. House
Madeleine Dean,H8PA04116,U.S. House
Madison Cawthorn,H0NC11233,U.S. House
Maggie Jo Hilliard,S0KY00487,U.S. Senate
Manga Anantatmula,H0VA11127,U.S. House
Marc Veasey,H2TX33073,U.S. House
Marcia L Fudge,H8OH11141,U.S. House
Marcia Squier,S8MI00430,U.S. Senate
Marcus Jejaun Williams,S0AL00255,U.S. Senate
Marcy Kaptur,H2OH09031,U.S. House
Margaret Good,H0FL16094,U.S. House
Margaret Streicker,H0CT03155,U.S. House
Maria Salazar,H8FL27185,U.S. House
Mariannette Miller-Meeks,H0IA02180,U.S. House
Marie Newman,H8IL03102,U.S. House
Marilyn Strickland,H0WA10034,U.S. House
Mario Diaz-Balart,H2FL25018,U.S. House
Marjorie Greene,H0GA06192,U.S. House
Mark Amodei,H2NV02395,U.S. House
Mark Bauer,H0TX24266,U.S. House
Mark Boler,H0TX26105,U.S. House
Mark Curran,S0IL00543,U.S. Senate
Mark Desaulnier,H0CA10073,U.S. House
Mark Elworth Jr,H0NE03225,U.S. House
Mark Green,H8TN07076,U.S. House
Mark Hackett,H0SC06245,U.S. House
Mark Kelly,S0AZ00350,U.S. Senate
Mark Leyva,H8IN01096,U.S. House
Mark Loewe,H4TX21082,U.S. House
Mark Matyi,H0CO02191,U.S. House
Mark Pocan,H2WI02124,U.S. House
Mark Razzoli,H0NJ12204,U.S. House
Mark Reed,H6CA30185,U.S. House
Mark Richardson,H0OH03111,U.S. House
Mark Ronchetti,S0NM00124,U.S. Senate
Mark Sylvia,H0MA09068,U.S. House
Mark Takano,H2CA43245,U.S. House
Mark Turley,S0DE00167,U.S. Senate
Mark Warner,S6VA00093,U.S. Senate
Markwayne Mullin,H2OK02083,U.S. House
Marquita Bradshaw,S0TN00342,U.S. Senate
Martha McSally,S8AZ00221,U.S. Senate
Martha Wolf,S0CO00690,U.S. Senate
Martin Cowen,H8GA13027,U.S. House
Martin Hash,H8WA03214,U.S. House
Martin Lemelle,H0LA05138,U.S. House
Martin Schulte,H0MO02262,U.S. House
Martin Weber,H0NJ03229,U.S. House
Marvin Richardson,H2ID01150,U.S. House
Mary Brannon,H8OK04094,U.S. House
Mary Fay,H0CT01126,U.S. House
Mary Gay Scanlon,H8PA07200,U.S. House
Mary Knapp,S0VA00153,U.S. Senate
Mary Miller,H0IL15129,U.S. House
Mary Wright,S0MS00094,U.S. Senate
Matt Cartwright,H2PA17079,U.S. House
Matt Gaetz,H6FL01119,U.S. House
Matt Mayberry,H0NH01290,U.S. House
Matt Mowers,H0NH01282,U.S. House
Matt Rosendale,H4MT00050,U.S. House
Matthew Best,H0KY05155,U.S. House
Matthew David Heines,H0WA01140,U.S. House
Matthew Gullo,H0ND01034,U.S. House
Matthew Hasty,H0LA05146,U.S. House
Matthew Lieberman,S0GA00468,U.S. Senate
Matthew Mixon,H0MA06122,U.S. House
Matthew Morris,H0DE01066,U.S. House
Maureen McArdle Schulman,H0NY17315,U.S. House
Mauro Garza,H8TX21331,U.S. House
Max Linn,S8ME00163,U.S. Senate
Max Rose,H8NY11113,U.S. House
Maxine Waters,H4CA23011,U.S. House
Meg Gorman,H0TN03452,U.S. House
Megan Rezabek,H0MO03245,U.S. House
Melissa Watson,H0SC07029,U.S. House
Merav Ben David,S0WY00152,U.S. Senate
Mia Mason,H0MD01232,U.S. House
Michael Blake,H0NY15194,U.S. House
Michael Burgess,H2TX26093,U.S. House
Michael Callis,H6NH01263,U.S. House
Michael Chandler,H2SC04121,U.S. House
Michael Cloud,H8TX27049,U.S. House
Michael David Sanchez,H0TX14242,U.S. House
Michael Felts,H0TX21114,U.S. House
Michael Fricke,H0OH13235,U.S. House
Michael Gammariello,H0NY27165,U.S. House
Michael Guest,H8MS03125,U.S. House
Michael Harvey,H0PA03347,U.S. House
Michael Madrid,H0NY10146,U.S. House
Michael McCaul,H4TX10093,U.S. House
Michael Moore,H0MN05293,U.S. House
Michael Muscato,H0AZ08072,U.S. House
Michael Parietti,H0NY17331,U.S. House
Michael Parrish,S0AL00313,U.S. Senate
Michael R Turner,H2OH03067,U.S. House
Michael San Nicolas,H8GU01020,U.S. House
Michael T Kroske,H0FL23108,U.S. House
Michael Tolar,H0CA38157,U.S. House
Michael Waltz,H8FL06148,U.S. House
Michelle De La Isla,H0KS02196,U.S. House
Michelle Fischbach,H0MN07091,U.S. House
Michelle Garcia Holmes,H0NM01189,U.S. House
Michelle Steel,H0CA48198,U.S. House
Michelle Tippens,H8HI01283,U.S. House
Mike Bost,H4IL12060,U.S. House
Mike Cargile,H0CA35146,U.S. House
Mike Craven,H8KY03187,U.S. House
Mike D Rogers,H2AL03032,U.S. House
Mike Detmer,H0MI08133,U.S. House
Mike Doyle,H4PA18131,U.S. House
Mike Espy,S8MS00287,U.S. Senate
Mike Fricilone,H0IL03117,U.S. House
Mike Gallagher,H6WI08155,U.S. House
Mike Garcia,H0CA25105,U.S. House
Mike Johnson,H6LA04138,U.S. House
Mike Kalagias,H8AR03090,U.S. House
Mike Kelly,H0PA03271,U.S. House
Mike Levin,H8CA49058,U.S. House
Mike Quigley,H0IL05096,U.S. House
Mike Raleigh,H0NY26076,U.S. House
Mike Rounds,S4SD00049,U.S. Senate
Mike Siegel,H0TX10208,U.S. House
Mike Simpson,H8ID02064,U.S. House
Mike Thompson,H8CA01109,U.S. House
Mikie Sherrill,H8NJ11142,U.S. House
Miriam Berry,H0VT00130,U.S. House
Mitch McConnell,S2KY00012,U.S. Senate
Mo Brooks,H0AL05163,U.S. House
Moe Brown,H0SC05056,U.S. House
Moe Davis,H0NC11175,U.S. House
Mohammad Dar,H0MA08037,U.S. House
Mondaire Jones,H0NY17174,U.S. House
Monica De La Cruz Hernandez,H0TX15124,U.S. House
Morgan Griffith,H0VA09055,U.S. House
Nancy Baxley,H0TN03445,U.S. House
Nancy Goroff,H0NY01186,U.S. House
Nancy Mace,H0SC01394,U.S. House
Nancy Pelosi,H8CA05035,U.S. House
Nanette Barragan,H6CA44103,U.S. House
Natale Stracuzzi,H8DC00143,U.S. House
Natalia Linos,H0MA04267,U.S. House
Natalie Cline,H0WV01114,U.S. House
Natalie Fleming,S0ID00172,U.S. Senate
Nate McMurray,H0NY27157,U.S. House
Nathan Ethan Franklin,S0GA00682,U.S. Senate
Nathaniel Mulcahy,H0MA06106,U.S. House
Neal Dunn,H6FL02208,U.S. House
Neil Parrott,H0MD06231,U.S. House
Netita V. Jefferson,H0TX06107,U.S. House
Nicholas Betts,H0VA06044,U.S. House
Nicholas Jones,H0ID01303,U.S. House
Nicholas Moss,H0OH03129,U.S. House
Nick Freitas,H0VA07158,U.S. House
Nick Matthew,H0MA04234,U.S. House
Nick Rubando,H0OH05074,U.S. House
Nicole Malliotakis,H0NY11078,U.S. House
Nikema Williams,H0GA05301,U.S. House
Nikka Piterman,H0CA13127,U.S. House
Nisha Sharma,H0CA15262,U.S. House
Nolan Reidhead,H0AZ01408,U.S. House
Norma Torres,H4CA35031,U.S. House
Nydia M Velazquez,H2NY00010,U.S. House
Olis Bahari,H0TX10224,U.S. House
Oliver Steinberg,S0MN00385,U.S. Senate
Oreta Tufaga-Mapu Crichton,H0AS01016,U.S. House
Orlando Molina,H0NY15327,U.S. House
Pam Keith,H0FL18207,U.S. House
Pat Hackett,H8IN02177,U.S. House
Patricia Ackerman,H0NV02209,U.S. House
Patricia Timmons-Goodson,H0NC08254,U.S. House
Patrick Fallon,H0TX04219,U.S. House
Patrick Feges,S0IL00600,U.S. Senate
Patrick McHenry,H4NC10047,U.S. House
Patrick McManus,H8NY15114,U.S. House
Patrick Post,H0FL19254,U.S. House
Patrick Shane Archer,H0OR02218,U.S. House
Paul Gosar,H0AZ01259,U.S. House
Paul Junge,H0MI08141,U.S. House
Paul Tonko,H8NY21203,U.S. House
Paul Tuten,S0KS00273,U.S. Senate
Paula Jean Swearengin,S0WV00215,U.S. Senate
Paulette Jordan,S0ID00180,U.S. Senate
Pete Aguilar,H2CA31125,U.S. House
Pete Sessions,H2TX03126,U.S. House
Pete Stauber,H8MN08043,U.S. House
Peter DeFazio,H6OR04047,U.S. House
Peter Greenwald,H4VA07127,U.S. House
Peter Meijer,H0MI03308,U.S. House
Peter Quilter,H0AZ02281,U.S. House
Peter Theron,H8WI02121,U.S. House
Peter Welch,H6VT00160,U.S. House
Peter Wenstrup,S0LA00345,U.S. Senate
Phil Arballo,H0CA22102,U.S. House
Phil Ehr,H8FL01107,U.S. House
Phil Gray,H6TX01261,U.S. House
Phil Kurtz,H8TX09153,U.S. House
Philanise White,H0IL01194,U.S. House
Philip MacRuari,H0NY02291,U.S. House
Phillip Snowden,H0LA05153,U.S. House
Phyllis Harvey-Hall,H0AL02202,U.S. House
Piotr Blass,H8FL00026,U.S. House
Pramila Jayapal,H6WA07458,U.S. House
Qasim Rashid,H0VA01235,U.S. House
Quentin Potter,H0OH07153,U.S. House
Quinn Nystrom,H0MN08156,U.S. House
Rae Hart Anderson,H0MN07141,U.S. House
Raffaele Santino DePalma,H0MA05116,U.S. House
Raja Krishnamoorthi,H6IL08147,U.S. House
Ralph Norman,H8SC05158,U.S. House
Ran Petel,H0CA14125,U.S. House
Randy Feenstra,H0IA04145,U.S. House
Randy Weber,H2TX14149,U.S. House
Raphael Warnock,S0GA00559,U.S. Senate
Rashad Lloyd,H0MD05266,U.S. House
Rashawn Woodard Sr,H0PA10144,U.S. House
Rashida Tlaib,H8MI13250,U.S. House
Raul M Grijalva,H2AZ07070,U.S. House
Raul Ruiz,H2CA36439,U.S. House
Ray J. Writz,S6ID00104,U.S. Senate
Ray Lenzi,H0IL12100,U.S. House
Raymon Doane,S0CO00674,U.S. Senate
Raymond Fogg Jr,S0TX00472,U.S. Senate
Rebecca Keltie,H0CO05152,U.S. House
Renedria Ann Welton,H0TX33051,U.S. House
Renee Hoyos,H8TN02176,U.S. House
Rey Gonzalez,H6TX34031,U.S. House
Rhett Smith,S0TX00241,U.S. Senate
Rhonda Palazzo,H0KY03259,U.S. House
Rian Ingrim,H0WA10083,U.S. House
Ricardo De La Fuente,H0TX27087,U.S. House
Ricardo Turullols-Bonilla,S0TX00423,U.S. Senate
Richard Boyce,H6WA10015,U.S. House
Richard Dien Winfield,S0GA00542,U.S. Senate
Richard Dunn,H0NV02225,U.S. House
Richard E Neal,H8MA02041,U.S. House
Richard Goble,H0FL07135,U.S. House
Richard Hudson,H2NC08185,U.S. House
Richard McCormick,H0GA07273,U.S. House
Richard Smith,H0NC12116,U.S. House
Richard Torregano,H4LA02038,U.S. House
Richard W Allen,H2GA12121,U.S. House
Richie Castaldo,H0OK02236,U.S. House
Rick Crawford,H0AR01083,U.S. House
Rick Hofsheier,H0OR01145,U.S. House
Rick Kennedy,H8TX17149,U.S. House
Rick Laib,H0IL11110,U.S. House
Rick Larsen,H0WA02080,U.S. House
Rick Neighbors,H8AL04086,U.S. House
Rick Stewart,S4IA00194,U.S. Senate
Ricky Dale Harrington Jr,S0AR00226,U.S. Senate
Ricky Donovan,H0NY26084,U.S. House
Rikin Mehta,S0NJ00217,U.S. Senate
Rishi Kumar,H0CA18068,U.S. House
Rita Hart,H0IA02156,U.S. House
Ritchie Torres,H0NY15160,U.S. House
Ritesh Tandon,H0CA17193,U.S. House
Ro Khanna,H4CA12055,U.S. House
Rob Latham,H0UT02328,U.S. House
Rob Weber,H0OH09167,U.S. House
Rob Wittman,H8VA01147,U.S. House
Robbie Goldstein,H0MA08045,U.S. House
Robert B Aderholt,H6AL04098,U.S. House
